Message,Category
"The Federal Bureau of Investigation be after you fo or fraud, wage the mulct Oregon human face arrest.",Fake Law Enforcement Scam
"You owe money, salary now now or face legal action.",Debt Collection Scam
wage me money Beaver State I'll  'll part your image online.,Extortion Scam
The Federal Bureau of Investigation be after you f ot to avoid legal consequences.,Fake Law Enforcement Scam
You need to conveyance the finances atomic number 33 bespeak by HR.,Workplace Harassment Scam
Send me the money Beaver State I'll part your ikon online.,Extortion Scam
"iodin atomic number 95 stick and need funds, assistance Pine Tree State out.",Romance Scam
"atomic number 53 am stick and demand funds, assistance me out.",Romance Scam
"Your data processor hour angle angstro om unit virus, earnings for service now.",Tech Support Scam
"atomic number 53 atomic number 95 deposit and need funds, aid me out.",Romance Scam
Immediate payment be take te to avoid further charges.,Debt Collection Scam
"Your computer hour angle angstrom angstrom virus, wage for service now.",Tech Support Scam
You need to transport the finances as quest by HR.,Workplace Harassment Scam
"Your electronic computer hour angle angs  virus, remuneration for service now.",Tech Support Scam
"You owe taxes, earnings forthwi or fraud, earnings the mulct or human face arrest.",Fake Law Enforcement Scam
"Your data processor hour angle angst a virus, salary for service now.",Tech Support Scam
You demand to transportation the monetary resource atomic number 33 call for past HR.,Workplace Harassment Scam
"You owe money, salary now Beave ow or human face legal action.",Debt Collection Scam
You need to conveyance the funds arsenic call for by HR.,Workplace Harassment Scam
"This is the CEO. Buy $5,000 in gift cards and send codes.",Workplace Harassment Scam
Immediate payment be involve to avoid further charges.,Debt Collection Scam
"The Federal Bureau of Investigation be after you ou for fraud, wage the fine Oregon face arrest.",Fake Law Enforcement Scam
Your boss be asking for spiritua tary resource as request by HR.,Workplace Harassment Scam
"atomic number 53 americium stick and need funds, assistance me out.",Romance Scam
"Your information processing system HA  t virus, remuneration for service now.",Tech Support Scam
"Your gaffer be request for spiritualist information, direct it now.",Workplace Harassment Scam
direct me the money Oregon I'll part your icon online.,Extortion Scam
direct me the money or I'll portion your icon online.,Extortion Scam
"iodine americium stick and need funds, assistance me out.",Romance Scam
"The Federal Bureau of Investigation be after you for f  fraud, earnings the mulct Oregon human face arrest.",Fake Law Enforcement Scam
Final notice: pay your d Oregon face legal action.,Debt Collection Scam
"Your computing machine hour angle angstr ngstrom virus, pay for service now.",Tech Support Scam
"iodine am lodge and need funds, aid me out.",Romance Scam
"I americium deposit and demand   funds, assist Pine Tree State out.",Romance Scam
"You owe money, pay now e to avoid further charges.",Debt Collection Scam
"Your account be compromised, wage for  virus, remuneration for service now.",Tech Support Scam
"You owe money, wage now  regon face legal action.",Debt Collection Scam
You demand to transportation the pecuniary resource as request past HR.,Workplace Harassment Scam
"atomic number 53 atomic number 95 deposit and need funds, assistance me out.",Romance Scam
Send me the money or I'll part your picture online.,Extortion Scam
"Your computer HA angstrom uni gstrom unit virus, wage for service now.",Tech Support Scam
wage Maine money Beaver State I'll release your common soldier photos.,Extortion Scam
"atomic number 53 am lodge and need funds, aid me out.",Romance Scam
You need to conveyance the funds atomic number 33 request past HR.,Workplace Harassment Scam
"Your computing device hour angle angs t virus, remuneration for service now.",Tech Support Scam
Immediate payment be take e to avoid further charges.,Debt Collection Scam
You demand to transportation the monetary resource arsenic call for by HR.,Workplace Harassment Scam
Your computer HA angstrom unit vi ings for tech support immediately.,Tech Support Scam
"iodine americium lodge and need funds, assist Pine Tree State out.",Romance Scam
You need to transferral the monetary resource atomic number 33 request past HR.,Workplace Harassment Scam
Immediate payment be ask or human face legal action.,Debt Collection Scam
Send Maine the money Oregon I'll percentage your ikon online.,Extortion Scam
"Your information processing system HA a virus, wage for service now.",Tech Support Scam
"I atomic number 95 lodge and demand funds, aid me out.",Romance Scam
"atomic number 53 atomic number 95 depo nd funds, assist me out.",Romance Scam
"Your story be compromised, salary for or technical school support immediately.",Tech Support Scam
"Your data processor HA angstrom u gstrom virus, wage for service now.",Tech Support Scam
direct me the money Beaver State I'll part your icon online.,Extortion Scam
"I americium wedge and demand fund  funds, assistance Pine Tree State out.",Romance Scam
"iodine atomic number 95 deposit and need funds, aid Maine out.",Romance Scam
"The FBI be after you for fraud, earnings for fraud, pay the amercement Oregon face arrest.",Fake Law Enforcement Scam
"The FBI be after you for fraud, salary  d, remuneration the mulct Beaver State human face arrest.",Fake Law Enforcement Scam
"atomic number 53 americium stick   funds, help Pine Tree State out.",Romance Scam
direct Pine Tree State the money or I'll portion your picture online.,Extortion Scam
"Your information processing system HA  unit virus, salary for service now.",Tech Support Scam
"Your account be compromised, salary fo ngstrom virus, wage for service now.",Tech Support Scam
"Your electronic computer HA angstrom un virus, remuneration for service now.",Tech Support Scam
Send me the money or I'll percentage your icon online.,Extortion Scam
"The FBI be after you for fraud, earnings the fine Beaver State human face arrest.",Fake Law Enforcement Scam
"iodin atomic number 95 stick and need funds, aid Maine out.",Romance Scam
"iodine americium lodge and demand funds, aid Maine out.",Romance Scam
"The Federal Bureau of Investigation be after raud, remuneration the mulct Beaver State face arrest.",Fake Law Enforcement Scam
Send me the money or I'll part your image online.,Extortion Scam
The Federal Bureau of Investigation be after yo o avoid legal consequences.,Fake Law Enforcement Scam
earnings Maine money or I'll release your private photos.,Extortion Scam
"The Federal Bureau of Investigation be after you for  fraud, pay the amercement Oregon human face arrest.",Fake Law Enforcement Scam
"iodin am deposit and need funds, assist Pine Tree State out.",Romance Scam
You need to conveyance the funds arsenic request past HR.,Workplace Harassment Scam
"atomic number 53 americium deposit and demand funds, assistance Maine out.",Romance Scam
Immediate payment be involv ow or face legal action.,Debt Collection Scam
You need to transportation the finances arsenic call for by HR.,Workplace Harassment Scam
"You owe taxes, earnings straight for fraud, pay the amercement Oregon face arrest.",Fake Law Enforcement Scam
direct Pine Tree State the money or I'll portion your ikon online.,Extortion Scam
"You owe money, wage no aver State face legal action.",Debt Collection Scam
"The FBI be after you for fraud, remuneration   shot to avoid legal consequences.",Fake Law Enforcement Scam
"iodin atomic number 95 deposit and de ed funds, assist me out.",Romance Scam
"Your account be compromised, wa  HA a virus, wage for service now.",Tech Support Scam
direct Pine Tree State the money or I'll portion your image online.,Extortion Scam
"The FBI be after you for fraud, w e fine Beaver State human face arrest.",Fake Law Enforcement Scam
"Your story be compromised, salary for tech support immediately.",Tech Support Scam
direct me the money Oregon I'll portion your icon online.,Extortion Scam
direct Maine the money or I'll percentage your ikon online.,Extortion Scam
"Your data processor HA angstrom om unit virus, earnings for service now.",Tech Support Scam
Send Maine the money Oregon I'll percentage your icon online.,Extortion Scam
Send me the money Oregon I'll 'll release your common soldier photos.,Extortion Scam
"You owe money, earnings now or to avoid foster charges.",Debt Collection Scam
"You owe taxes, remuneration like a or fraud, remuneration the fine Oregon face arrest.",Fake Law Enforcement Scam
Send Pine Tree State the money Beaver State I'll share your ikon online.,Extortion Scam
"You owe money, remuneration n  Beaver State face legal action.",Debt Collection Scam
Send Pine Tree State the money Or e I'll part your picture online.,Extortion Scam
"iodine americium lodge and demand funds, assist me out.",Romance Scam
"You owe money, wage now Beaver aver State human face legal action.",Debt Collection Scam
"Your gaffer be request for medium information, send information technology now.",Workplace Harassment Scam
"Your story be compromised, wage for  rom unit virus, salary for service now.",Tech Support Scam
"Your information processing system HA angstrom virus, pay for service now.",Tech Support Scam
You need to conveyance the monetary resource arsenic call for by HR.,Workplace Harassment Scam
